연번,전체기관명,도로명주소
859,경찰청 경상북도경찰청 영양경찰서 석보파출소,경상북도 영양군 석보면 원리길 15
860,경찰청 경상북도경찰청 영양경찰서 수비파출소,경상북도 영양군 수비면 한티로 459 
861,경찰청 경상북도경찰청 영양경찰서 영양파출소,경상북도 영양군 영양읍 동서대로 29
862,경찰청 경상북도경찰청 영양경찰서 입암파출소,경상북도 영양군 입암면 입암로 72
863,경찰청 경상북도경찰청 영양경찰서 청기파출소,경상북도 영양군 청기면 청기1길 9-6
864,경찰청 경상북도경찰청 영주경찰서,경상북도 영주시 영주로82번길 33
865,경찰청 경상북도경찰청 영주경찰서 동부지구대,경상북도 영주시 원당로 228 
866,경찰청 경상북도경찰청 영주경찰서 부석파출소,경상북도 영주시 부석면 소천로 1
867,경찰청 경상북도경찰청 영주경찰서 서부지구대,경상북도 영주시 선비로 205 
868,경찰청 경상북도경찰청 영주경찰서 순흥파출소,경상북도 영주시 순흥면 순흥로 63 
869,경찰청 경상북도경찰청 영주경찰서 신영주지구대,경상북도 영주시 선비로 66 
870,경찰청 경상북도경찰청 영주경찰서 안정파출소,경상북도 영주시 신재로 541 
871,경찰청 경상북도경찰청 영주경찰서 장수파출소,경상북도 영주시 장수면 장수로 5 
872,경찰청 경상북도경찰청 영주경찰서 풍기파출소,경상북도 영주시 풍기읍 기주로 114 
873,경찰청 경상북도경찰청 영천경찰서,경상북도 영천시 금호읍 최무선로 1
874,경찰청 경상북도경찰청 영천경찰서 고경파출소,경상북도 영천시 고경면 호국로 1079
875,경찰청 경상북도경찰청 영천경찰서 금호파출소,경상북도 영천시 금호읍 금호로 115
876,경찰청 경상북도경찰청 영천경찰서 남부파출소,경상북도 영천시 완산로 4-19
877,경찰청 경상북도경찰청 영천경찰서 대창파출소,경상북도 영천시 대창면 금창로 674
878,경찰청 경상북도경찰청 영천경찰서 동부지구대,경상북도 영천시 창신2길13
879,경찰청 경상북도경찰청 영천경찰서 북안파출소,경상북도 영천시 북안면 운북로 2023
880,경찰청 경상북도경찰청 영천경찰서 신녕파출소,경상북도 영천시 신녕면 장수로 1691
881,경찰청 경상북도경찰청 영천경찰서 임고파출소,경상북도 영천시 임고면 포은로 439
882,경찰청 경상북도경찰청 영천경찰서 중앙파출소,경상북도 영천시 최무선로 303
883,경찰청 경상북도경찰청 영천경찰서 청통파출소,경상북도 영천시 청통면 금송로 1025 
884,경찰청 경상북도경찰청 영천경찰서 화남파출소,경상북도 영천시 화남면 천문로 1599
885,경찰청 경상북도경찰청 영천경찰서 화산파출소,경상북도 영천시 화산면 장수로 908
886,경찰청 경상북도경찰청 예천경찰서,경상북도 예천군 예천읍 군청길 21
887,경찰청 경상북도경찰청 예천경찰서 감천파출소,경상북도 예천군 예천읍 충효로 1385
888,경찰청 경상북도경찰청 예천경찰서 예천지구대,경상북도 예천군 예천읍 충효로 198 
889,경찰청 경상북도경찰청 예천경찰서 용궁파출소,경상북도 예천군 용궁면 용궁로 92
890,경찰청 경상북도경찰청 예천경찰서 용문파출소,경상북도 예천군 용문면 용문경천로 1213 
891,경찰청 경상북도경찰청 예천경찰서 은풍파출소,경상북도 예천군 은풍면 은풍로 85 
892,경찰청 경상북도경찰청 예천경찰서 지보파출소,경상북도 예천군 지보면 지보로 151
893,경찰청 경상북도경찰청 예천경찰서 풍양파출소,경상북도 예천군 풍양면 낙상1길 60-3
894,경찰청 경상북도경찰청 예천경찰서 호명지구대,경상북도 예천군 호명면 호명로 547번지
895,경찰청 경상북도경찰청 울릉경찰서,경상북도 울릉군 울릉읍 도동2길 62
896,경찰청 경상북도경찰청 울릉경찰서 도동파출소,경상북도 울릉군 울릉읍 도동4길 4번지 
897,경찰청 경상북도경찰청 울릉경찰서 북면파출소,경상북도 울릉군 북면 천부1길 20
898,경찰청 경상북도경찰청 울릉경찰서 서면파출소,경상북도 울릉군 서면 남양4길 37
899,경찰청 경상북도경찰청 울릉경찰서 저동파출소,경상북도 울릉군 울릉읍 봉래2길 30-2 
900,경찰청 경상북도경찰청 울진경찰서,경상북도 울진군 울진읍 울진중앙로 28
901,경찰청 경상북도경찰청 울진경찰서 근남파출소,경상북도 울진군 근남면 울진북로 147 
902,경찰청 경상북도경찰청 울진경찰서 금강송파출소,경상북도 울진군 금강송면 불영계곡로 1723 
903,경찰청 경상북도경찰청 울진경찰서 기성파출소,경상북도 울진군 기성면 기성로 667 
904,경찰청 경상북도경찰청 울진경찰서 북면파출소,경상북도 울진군 북면 울진북로 2080 
905,경찰청 경상북도경찰청 울진경찰서 울진파출소,경상북도 울진군 울진읍 읍내10길 20 
906,경찰청 경상북도경찰청 울진경찰서 죽변파출소,경상북도 울진군 죽변면 죽변중앙로 159
907,경찰청 경상북도경찰청 울진경찰서 평해파출소,경상북도 울진군 평해읍 평해로 61
908,경찰청 경상북도경찰청 울진경찰서 후포파출소,경상북도 울진군 후포면 울진대게로 34-8
909,경찰청 경상북도경찰청 의성경찰서,경상북도 의성군 의성읍 동서1길 31
910,경찰청 경상북도경찰청 의성경찰서 금성파출소,경상북도 의성군 금성면 탑리길 55
911,경찰청 경상북도경찰청 의성경찰서 다인파출소,경상북도 의성군 다인면 서릉길 62
912,경찰청 경상북도경찰청 의성경찰서 단밀파출소,경상북도 의성군 단밀면 주속길 70
913,경찰청 경상북도경찰청 의성경찰서 봉양파출소,경상북도 의성군 봉양면 도리원1길 53
914,경찰청 경상북도경찰청 의성경찰서 안계파출소,경상북도 의성군 안계면 안계길 143
915,경찰청 경상북도경찰청 의성경찰서 안평파출소,경상북도 의성군 안평면 안평의성로 1
916,경찰청 경상북도경찰청 의성경찰서 옥산파출소,경상북도 의성군 옥산면 신감옥산로 1228-3
917,경찰청 경상북도경찰청 의성경찰서 의성지구대,경상북도 의성군 의성읍 충효로 65
918,경찰청 경상북도경찰청 의성경찰서 춘산파출소,경상북도 의성군 춘산면 금성현서로 1491
919,경찰청 경상북도경찰청 청도경찰서,경상북도 청도군 청도읍 새마을로 1362
920,경찰청 경상북도경찰청 청도경찰서 금천파출소,경상북도 청도군 금천면 금천로 46
921,경찰청 경상북도경찰청 청도경찰서 매전파출소,경상북도 청도군 매전면 청려로 3711 
922,경찰청 경상북도경찰청 청도경찰서 이서파출소,경상북도 청도군 이서면 학산1길 48 
923,경찰청 경상북도경찰청 청도경찰서 중앙파출소,경상북도 청도군 청도읍 청화로 194
924,경찰청 경상북도경찰청 청도경찰서 풍각파출소,경상북도 청도군 풍각면 헐티로 212 
925,경찰청 경상북도경찰청 청도경찰서 화양파출소,경상북도 청도군 화양읍 도주관로 142 
926,경찰청 경상북도경찰청 청송경찰서,경상북도 청송군 청송읍 월막1길 5-15
927,경찰청 경상북도경찰청 청송경찰서 부남파출소,경상북도 청송군 부남면 대전로 127
928,경찰청 경상북도경찰청 청송경찰서 안덕파출소,경상북도 청송군 안덕면 안덕로 95
929,경찰청 경상북도경찰청 청송경찰서 주왕산파출소,경상북도 청송군 주왕산면 이전앞길 5
930,경찰청 경상북도경찰청 청송경찰서 진보파출소,경상북도 청송군 진보면 진보로 129 
931,경찰청 경상북도경찰청 청송경찰서 청송파출소,경상북도 청송군 청송읍 금월로 273
932,경찰청 경상북도경찰청 청송경찰서 현동파출소,경상북도 청송군 현동면 청송로 2667
933,경찰청 경상북도경찰청 청송경찰서 현서파출소,경상북도 청송군 현서면 구산동로 43
934,경찰청 경상북도경찰청 칠곡경찰서,경상북도 칠곡군 약목면 칠곡대로 1050
935,경찰청 경상북도경찰청 칠곡경찰서 가산파출소,경상북도 칠곡군 동명면 경북대로 1576
936,경찰청 경상북도경찰청 칠곡경찰서 동명파출소,경상북도 칠곡군 동명면 금암중앙길 21
937,경찰청 경상북도경찰청 칠곡경찰서 북삼지구대,경상북도 칠곡군 북삼읍 인평1길 2
938,경찰청 경상북도경찰청 칠곡경찰서 석적지구대,경상북도 칠곡군 석적읍 석적로 965
939,경찰청 경상북도경찰청 칠곡경찰서 약목파출소,경상북도 칠곡군 약목면 약목로3길 12 
940,경찰청 경상북도경찰청 칠곡경찰서 왜관지구대,경상북도 칠곡군 왜관읍 2번도로길 33
941,경찰청 경상북도경찰청 칠곡경찰서 지천파출소,경상북도 칠곡군 지천면 신동로 154
942,경찰청 경상북도경찰청 포항남부경찰서,경상북도 포항시 남구 연일로 55
943,경찰청 경상북도경찰청 포항남부경찰서 구룡포파출소,경상북도 포항시 남구 호미로 182번길
944,경찰청 경상북도경찰청 포항남부경찰서 대송파출소,경상북도 포항시 남구 대송면 제내길 13
945,경찰청 경상북도경찰청 포항남부경찰서 동해파출소,경상북도 포항시 남구 동해면 일월로 52번길
946,경찰청 경상북도경찰청 포항남부경찰서 문덕파출소,경상북도 포항시 남구 오천읍 냉천로 318
947,경찰청 경상북도경찰청 포항남부경찰서 상대지구대,경상북도 포항시 남구 상공로 84
948,경찰청 경상북도경찰청 포항남부경찰서 송도파출소,경상북도 포항시 남구 축항로 115 
949,경찰청 경상북도경찰청 포항남부경찰서 연일파출소,경상북도 포항시 남구 연일읍 철강로25번길 62
950,경찰청 경상북도경찰청 포항남부경찰서 오천파출소,경상북도 포항시 남구 오천읍 정몽주로 547 
951,경찰청 경상북도경찰청 포항남부경찰서 장기파출소,경상북도 포항시 남구 장기면 읍내길 94
952,경찰청 경상북도경찰청 포항남부경찰서 제철파출소,경상북도 포항시 남구 동해안로 6041 
953,경찰청 경상북도경찰청 포항남부경찰서 해도파출소,경상북도 포항시 남구 상공로 228 
954,경찰청 경상북도경찰청 포항남부경찰서 호미곶파출소,경상북도 포항시 남구 호미곶면 해맞이로160
955,경찰청 경상북도경찰청 포항남부경찰서 효곡대이지구대,경상북도 포항시 남구 대잠길 15 
956,경찰청 경상북도경찰청 포항북부경찰서,경상북도 포항시 북구 중앙로 331
957,경찰청 경상북도경찰청 포항북부경찰서 기계파출소,경상북도 포항시 북구 기계면 기계로 92-11
958,경찰청 경상북도경찰청 포항북부경찰서 기북파출소,경상북도 포항시 북구 기북면 기북로 433
959,경찰청 경상북도경찰청 포항북부경찰서 덕산파출소,경상북도 포항시 북구 중앙로 352
960,경찰청 경상북도경찰청 포항북부경찰서 송라파출소,경상북도 포항시 북구 송라면 보경로 38
961,경찰청 경상북도경찰청 포항북부경찰서 신광파출소,경상북도 포항시 북구 신광면 토성길 15
962,경찰청 경상북도경찰청 포항북부경찰서 양덕파출소,경상북도 포항시 북구 장량중앙로 65
963,경찰청 경상북도경찰청 포항북부경찰서 양학파출소,경상북도 포항시 북구 양학로17
964,경찰청 경상북도경찰청 포항북부경찰서 용당파출소,경상북도 포항시 북구 용당로91번길 10
